time_tag,satellite,flux,energy
2023-04-02 11:25:00+00:00,18,4.882238388061523,1000-1900 keV
2023-04-02 11:30:00+00:00,18,4.803474426269531,1000-1900 keV
2023-04-02 11:35:00+00:00,18,4.915276050567627,1000-1900 keV
2023-04-02 11:40:00+00:00,18,6.491971492767334,1000-1900 keV
2023-04-02 11:45:00+00:00,18,6.334224700927734,1000-1900 keV
2023-04-02 11:50:00+00:00,18,7.196504592895508,1000-1900 keV
2023-04-02 11:55:00+00:00,18,7.609907150268555,1000-1900 keV
2023-04-02 12:00:00+00:00,18,8.560168266296387,1000-1900 keV
2023-04-02 12:05:00+00:00,18,7.777196407318115,1000-1900 keV
2023-04-02 12:10:00+00:00,18,7.3520050048828125,1000-1900 keV
2023-04-02 12:15:00+00:00,18,7.238437652587891,1000-1900 keV
2023-04-02 12:20:00+00:00,18,7.9307756423950195,1000-1900 keV
2023-04-02 12:25:00+00:00,18,7.839532852172852,1000-1900 keV
2023-04-02 12:30:00+00:00,18,7.601897239685059,1000-1900 keV
2023-04-02 12:35:00+00:00,18,8.114436149597168,1000-1900 keV
2023-04-02 12:40:00+00:00,18,8.070210456848145,1000-1900 keV
2023-04-02 12:45:00+00:00,18,8.977648735046387,1000-1900 keV
2023-04-02 12:50:00+00:00,18,8.720685958862305,1000-1900 keV
2023-04-02 12:55:00+00:00,18,8.525766372680664,1000-1900 keV
2023-04-02 13:00:00+00:00,18,8.397186279296875,1000-1900 keV
2023-04-02 13:05:00+00:00,18,8.860620498657227,1000-1900 keV
2023-04-02 13:10:00+00:00,18,8.245744705200195,1000-1900 keV
2023-04-02 13:15:00+00:00,18,8.48078441619873,1000-1900 keV
2023-04-02 13:20:00+00:00,18,8.849283218383789,1000-1900 keV
2023-04-02 13:25:00+00:00,18,8.871686935424805,1000-1900 keV
2023-04-02 13:30:00+00:00,18,8.973604202270508,1000-1900 keV
2023-04-02 13:35:00+00:00,18,9.008228302001951,1000-1900 keV
2023-04-02 13:40:00+00:00,18,9.659415245056152,1000-1900 keV
2023-04-02 13:45:00+00:00,18,8.774282455444336,1000-1900 keV
2023-04-02 13:50:00+00:00,18,11.234094619750977,1000-1900 keV
2023-04-02 13:55:00+00:00,18,10.53955364227295,1000-1900 keV
2023-04-02 14:00:00+00:00,18,11.034172058105469,1000-1900 keV
2023-04-02 14:05:00+00:00,18,10.806268692016602,1000-1900 keV
2023-04-02 14:10:00+00:00,18,11.637758255004885,1000-1900 keV
2023-04-02 14:15:00+00:00,18,11.233969688415527,1000-1900 keV
2023-04-02 14:20:00+00:00,18,10.517532348632812,1000-1900 keV
2023-04-02 14:25:00+00:00,18,12.600574493408203,1000-1900 keV
2023-04-02 14:30:00+00:00,18,12.018647193908691,1000-1900 keV
2023-04-02 14:35:00+00:00,18,13.362701416015623,1000-1900 keV
2023-04-02 14:40:00+00:00,18,12.209486961364746,1000-1900 keV
2023-04-02 14:45:00+00:00,18,13.19600772857666,1000-1900 keV
2023-04-02 14:50:00+00:00,18,12.83791160583496,1000-1900 keV
2023-04-02 14:55:00+00:00,18,13.152039527893066,1000-1900 keV
2023-04-02 15:00:00+00:00,18,12.83066463470459,1000-1900 keV
2023-04-02 15:05:00+00:00,18,11.59701442718506,1000-1900 keV
2023-04-02 15:10:00+00:00,18,13.781494140625,1000-1900 keV
2023-04-02 15:15:00+00:00,18,14.265177726745604,1000-1900 keV
2023-04-02 15:20:00+00:00,18,13.615501403808594,1000-1900 keV
2023-04-02 15:25:00+00:00,18,13.839566230773926,1000-1900 keV
2023-04-02 15:30:00+00:00,18,16.42658805847168,1000-1900 keV
2023-04-02 15:35:00+00:00,18,15.933653831481934,1000-1900 keV
2023-04-02 15:40:00+00:00,18,15.84321403503418,1000-1900 keV
2023-04-02 15:45:00+00:00,18,16.964059829711914,1000-1900 keV
2023-04-02 15:50:00+00:00,18,16.976909637451172,1000-1900 keV
2023-04-02 15:55:00+00:00,18,17.12172508239746,1000-1900 keV
2023-04-02 16:00:00+00:00,18,18.8953800201416,1000-1900 keV
2023-04-02 16:05:00+00:00,18,18.37608337402344,1000-1900 keV
2023-04-02 16:10:00+00:00,18,19.186561584472656,1000-1900 keV
2023-04-02 16:15:00+00:00,18,19.173830032348636,1000-1900 keV
2023-04-02 16:20:00+00:00,18,20.1247501373291,1000-1900 keV
2023-04-02 16:25:00+00:00,18,21.551637649536133,1000-1900 keV
2023-04-02 16:30:00+00:00,18,23.212522506713867,1000-1900 keV
2023-04-02 16:35:00+00:00,18,24.205791473388672,1000-1900 keV
2023-04-02 16:40:00+00:00,18,22.34010887145996,1000-1900 keV
2023-04-02 16:45:00+00:00,18,22.51064109802246,1000-1900 keV
2023-04-02 16:50:00+00:00,18,23.89590072631836,1000-1900 keV
2023-04-02 16:55:00+00:00,18,23.217500686645508,1000-1900 keV
2023-04-02 17:00:00+00:00,18,24.588367462158203,1000-1900 keV
2023-04-02 17:05:00+00:00,18,23.095783233642575,1000-1900 keV
2023-04-02 17:10:00+00:00,18,23.4780216217041,1000-1900 keV
2023-04-02 17:15:00+00:00,18,23.524845123291016,1000-1900 keV
2023-04-02 17:20:00+00:00,18,23.8331298828125,1000-1900 keV
2023-04-02 17:25:00+00:00,18,24.96014213562012,1000-1900 keV
2023-04-02 17:30:00+00:00,18,25.728670120239254,1000-1900 keV
2023-04-02 17:35:00+00:00,18,27.658601760864254,1000-1900 keV
2023-04-02 17:40:00+00:00,18,30.1188907623291,1000-1900 keV
2023-04-02 17:45:00+00:00,18,28.91122055053711,1000-1900 keV
2023-04-02 17:50:00+00:00,18,29.982852935791016,1000-1900 keV
2023-04-02 17:55:00+00:00,18,29.71349334716797,1000-1900 keV
2023-04-02 18:00:00+00:00,18,29.22085952758789,1000-1900 keV
2023-04-02 18:05:00+00:00,18,31.09349632263184,1000-1900 keV
2023-04-02 18:10:00+00:00,18,31.82277488708496,1000-1900 keV
